age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
22.654929577464788,Self-emp-not-inc,196337.5,10th,12.71875,Married-civ-spouse,Farming-fishing,Husband,White,Male,499.995,24.75,23.902173913043477,Mexico,<=50K
17.514084507042256,Private,240510.1,1st-4th,8.96875,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,499.995,24.75,35.61956521739131,United-States,<=50K
46.30281690140845,Private,196337.5,Bachelors,12.71875,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,499.995,24.75,45.20652173913044,United-States,>50K
50.41549295774648,Local-gov,947271.7000000001,Bachelors,15.53125,Married-civ-spouse,Exec-managerial,Husband,Other,Male,15499.845000000001,3638.25,88.8804347826087,United-States,>50K
27.795774647887324,Private,152164.90000000002,Bachelors,12.71875,Never-married,Craft-repair,Not-in-family,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
39.1056338028169,Local-gov,181613.30000000002,Masters,13.65625,Married-civ-spouse,Prof-specialty,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,>50K
22.654929577464788,Self-emp-inc,122716.5,Some-college,9.90625,Never-married,Protective-serv,Own-child,Black,Male,499.995,24.75,30.29347826086957,United-States,<=50K
72.00704225352112,Private,269958.5,Prof-school,12.71875,Married-civ-spouse,Sales,Wife,White,Female,81499.185,2994.75,24.967391304347828,?,>50K
54.52816901408451,Self-emp-not-inc,1006168.5,Prof-school,14.59375,Married-civ-spouse,Armed-Forces,Husband,White,Male,90499.095,1955.25,48.402173913043484,England,>50K
22.654929577464788,Private,181613.30000000002,Some-college,6.15625,Divorced,Prof-specialty,Unmarried,White,Male,499.995,24.75,39.8804347826087,Mexico,<=50K
38.0774647887324,Private,476097.30000000005,Some-college,9.90625,Never-married,?,Not-in-family,Other,Female,93499.065,24.75,34.55434782608695,United-States,<=50K
43.21830985915493,Local-gov,137440.7,9th,12.71875,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,499.995,24.75,44.14130434782609,United-States,>50K
18.54225352112676,Private,181613.30000000002,Bachelors,2.40625,Married-civ-spouse,Sales,Husband,White,Male,499.995,24.75,70.77173913043478,United-States,>50K
49.38732394366197,Private,299406.9,Some-college,9.90625,Separated,Other-service,Own-child,Black,Male,499.995,24.75,46.27173913043478,United-States,<=50K
37.04929577464789,Private,93268.1,9th,5.21875,Never-married,Machine-op-inspct,Not-in-family,Black,Male,499.995,24.75,39.8804347826087,United-States,<=50K
34.99295774647888,Self-emp-inc,63819.700000000004,Bachelors,12.71875,Married-civ-spouse,Exec-managerial,Husband,White,Male,499.995,24.75,50.53260869565217,United-States,>50K
18.54225352112676,Local-gov,166889.1,HS-grad,8.96875,Divorced,Adm-clerical,Unmarried,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
49.38732394366197,Self-emp-inc,211061.7,Bachelors,12.71875,Married-civ-spouse,Farming-fishing,Husband,White,Male,499.995,24.75,45.20652173913044,United-States,<=50K
32.936619718309856,Private,284682.7,5th-6th,10.84375,Never-married,Other-service,Not-in-family,White,Female,499.995,24.75,30.29347826086957,Scotland,<=50K
18.54225352112676,Private,181613.30000000002,Assoc-voc,12.71875,Married-civ-spouse,Exec-managerial,Husband,White,Male,48499.515,24.75,60.11956521739131,United-States,>50K
28.823943661971832,Federal-gov,314131.1,Some-college,8.96875,Married-civ-spouse,Prof-specialty,Wife,White,Female,84499.155,24.75,39.8804347826087,United-States,<=50K
50.41549295774648,Self-emp-inc,137440.7,Assoc-voc,4.28125,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,48499.515,4281.75,35.61956521739131,Cambodia,>50K
33.96478873239437,Private,181613.30000000002,1st-4th,6.15625,Never-married,Craft-repair,Own-child,White,Male,53499.465,24.75,39.8804347826087,United-States,<=50K
40.13380281690141,?,166889.1,10th,12.71875,Never-married,?,Own-child,Asian-Pac-Islander,Male,499.995,24.75,39.8804347826087,United-States,<=50K
30.880281690140844,Self-emp-inc,461373.1,11th,5.21875,Married-civ-spouse,Exec-managerial,Husband,White,Male,499.995,24.75,82.48913043478261,United-States,<=50K
47.33098591549296,Private,1359549.3,Masters,13.65625,Separated,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,499.995,717.75,71.83695652173914,United-States,<=50K
27.795774647887324,Private,78543.9,Some-college,9.90625,Married-civ-spouse,Other-service,Wife,White,Female,499.995,24.75,39.8804347826087,United-States,>50K
41.16197183098592,Private,93268.1,HS-grad,8.96875,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,>50K
37.04929577464789,?,814753.9,HS-grad,8.96875,Never-married,?,Other-relative,Black,Female,499.995,24.75,39.8804347826087,United-States,<=50K
45.27464788732394,Private,284682.7,HS-grad,8.96875,Never-married,Adm-clerical,Own-child,White,Female,499.995,24.75,34.55434782608695,United-States,<=50K
21.62676056338028,Private,107992.30000000002,HS-grad,8.96875,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,499.995,24.75,45.20652173913044,United-States,<=50K
40.13380281690141,Federal-gov,78543.9,Some-college,9.90625,Never-married,Sales,Own-child,White,Female,499.995,24.75,23.902173913043477,United-States,<=50K
