age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
32.936619718309856,Private,166889.1,Some-college,12.71875,Never-married,Farming-fishing,Own-child,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
20.598591549295776,Private,34371.3,HS-grad,5.21875,Divorced,Craft-repair,Unmarried,White,Female,499.995,24.75,45.20652173913044,United-States,<=50K
55.55633802816901,Private,240510.1,12th,8.03125,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,89499.10500000001,1955.25,18.576086956521742,India,>50K
55.55633802816901,Self-emp-not-inc,93268.1,Assoc-voc,8.03125,Married-civ-spouse,Exec-managerial,Wife,White,Male,42499.575,24.75,50.53260869565217,Guatemala,>50K
34.99295774647888,Private,166889.1,HS-grad,9.90625,Married-civ-spouse,Adm-clerical,Own-child,Black,Male,499.995,24.75,30.29347826086957,United-States,<=50K
46.30281690140845,Private,49095.5,Bachelors,8.96875,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
45.27464788732394,Private,225785.90000000002,HS-grad,12.71875,Divorced,Exec-managerial,Own-child,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
34.99295774647888,State-gov,166889.1,Some-college,10.84375,Married-civ-spouse,Adm-clerical,Husband,White,Male,499.995,24.75,50.53260869565217,United-States,<=50K
57.61267605633803,?,1094513.7000000002,HS-grad,9.90625,Separated,?,Husband,Black,Male,73499.265,2054.25,76.09782608695653,Greece,<=50K
54.52816901408451,Private,358303.70000000007,Some-college,12.71875,Married-civ-spouse,Transport-moving,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
53.5,Private,137440.7,HS-grad,9.90625,Divorced,Sales,Own-child,White,Female,499.995,3192.75,39.8804347826087,United-States,<=50K
26.767605633802816,Private,122716.5,Masters,7.09375,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
34.99295774647888,Self-emp-inc,166889.1,Some-college,8.96875,Married-civ-spouse,Adm-clerical,Husband,White,Male,499.995,24.75,19.641304347826086,United-States,<=50K
24.7112676056338,Private,137440.7,HS-grad,12.71875,Married-civ-spouse,?,Not-in-family,White,Male,499.995,2202.75,57.98913043478261,United-States,>50K
43.21830985915493,Private,211061.7,1st-4th,8.96875,Never-married,Machine-op-inspct,Not-in-family,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
19.570422535211268,Self-emp-not-inc,255234.30000000002,Assoc-voc,12.71875,Married-civ-spouse,Other-service,Husband,White,Male,499.995,1856.25,39.8804347826087,United-States,<=50K
62.75352112676056,Private,196337.5,HS-grad,3.34375,Divorced,Farming-fishing,Husband,White,Female,499.995,24.75,39.8804347826087,Columbia,<=50K
55.55633802816901,Private,240510.1,HS-grad,13.65625,Divorced,Transport-moving,Wife,Other,Female,55499.445,1955.25,24.967391304347828,United-States,<=50K
33.96478873239437,Private,196337.5,Masters,12.71875,Married-civ-spouse,Sales,Husband,Black,Male,499.995,24.75,60.11956521739131,United-States,<=50K
19.570422535211268,Private,269958.5,Some-college,7.09375,Never-married,Exec-managerial,Unmarried,White,Female,499.995,24.75,30.29347826086957,Holand-Netherlands,<=50K
33.96478873239437,Private,358303.70000000007,Bachelors,12.71875,Never-married,Prof-specialty,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
25.73943661971831,Private,152164.90000000002,Some-college,8.96875,Divorced,Other-service,Not-in-family,White,Female,499.995,24.75,80.35869565217392,United-States,>50K
40.13380281690141,Private,137440.7,HS-grad,9.90625,Married-civ-spouse,?,Not-in-family,White,Male,7499.925,24.75,57.98913043478261,United-States,>50K
20.598591549295776,Private,166889.1,Bachelors,8.96875,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,499.995,24.75,34.55434782608695,United-States,<=50K
19.570422535211268,Private,211061.7,Some-college,9.90625,Never-married,Other-service,Not-in-family,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
73.03521126760563,Private,402476.30000000005,HS-grad,8.96875,Never-married,Exec-managerial,Wife,White,Female,499.995,24.75,50.53260869565217,United-States,<=50K
22.654929577464788,Private,34371.3,Some-college,12.71875,Married-civ-spouse,Protective-serv,Own-child,White,Male,499.995,3143.25,39.8804347826087,United-States,>50K
37.04929577464789,State-gov,255234.30000000002,10th,13.65625,Never-married,Sales,Not-in-family,White,Male,70499.295,24.75,95.27173913043478,United-States,>50K
34.99295774647888,Private,446648.9,Some-college,8.96875,Married-civ-spouse,Adm-clerical,Own-child,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
