Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,label
42668.619999999995,751.13427,269.6663082175,195.1151098095,1.2226484428,0.84958395424,51006.125,228.58531222649998,0.6221539006600001,0.9848829484999999,0.93306267844,0.852238521155,0.007650467059999999,0.001106809525,0.49744823700999996,0.99892877553,CALI
28616.86,1466.84493,258.5611284475,164.7233839125,1.8228110123999999,0.84958395424,46154.585,187.77225281649999,0.7775938626600001,0.98788348754,0.52218762036,0.7530772809649999,0.0063460305399999995,0.0013858817950000001,0.5811883977100001,0.99684790761,DERMASON
35642.740000000005,1116.29277,397.3758755725,171.4771007785,1.9864917132,0.7875545092,34025.735,342.8618785745,0.66567709002,0.98788348754,0.84287059252,0.838561108715,0.00580890962,0.0010137854350000001,0.53652697867,0.99892877553,DERMASON
201921.90000000002,780.34695,241.9033587925,161.3465254795,1.740970662,0.5876818529600001,36451.505,187.77225281649999,0.7869202603800001,0.9893837570599999,0.8779452926,0.8077869307250001,0.0063460305399999995,0.0015099139150000001,0.62026713937,0.99424682271,SEKER
150398.78,1057.8674099999998,241.9033587925,154.59280861349998,1.5772899612,0.76687802752,138333.84499999997,228.58531222649998,0.7962466581000001,0.9803821399399999,0.83284924964,0.787270812065,0.0063460305399999995,0.002905275265,0.67609391317,0.99580747365,DERMASON
35642.740000000005,678.10257,708.3209091325,191.7382513765,1.6318501948,0.8564761148,31599.965,204.09747658049997,0.69676508242,0.9863832180200001,0.89297730692,0.7770127527349999,0.0064227621,0.0010137854350000001,0.6537632036500001,0.99528725667,SEKER
42668.619999999995,1043.26107,230.7981790225,168.1002423455,1.4545294356,0.7530937064000001,87392.675,424.4879973945,0.75894106722,0.97963200518,0.8779452926,0.8077869307250001,0.0048881309,0.0011998336150000001,0.55885768819,0.9895648698899999,BARBUNYA
33300.78,984.83571,391.8232856875,188.3613929435,1.4545294356,0.87715259648,36451.505,248.9918419315,0.7682674649400001,0.9886336223000001,0.90800932124,0.691528924985,0.00657622522,0.0010758014950000001,0.44162146320999995,0.99892877553,HOROZ
40326.66,999.44205,236.35076890750003,195.1151098095,1.1544481508,0.5876818529600001,65560.745,289.8049013415,0.68122108622,0.9893837570599999,0.84287059252,0.783851458955,0.00534852026,0.0016959620950000001,0.5811883977100001,0.99580747365,DERMASON
42668.619999999995,707.31525,330.7447969525,184.9845345105,1.1680882092,0.5325445684800001,94669.985,220.42270034450002,0.70609148014,0.9893837570599999,0.9029986498,0.698367631205,0.00657622522,0.0024711628450000004,0.46953485010999996,0.95575076619,SEKER
42668.619999999995,751.13427,241.9033587925,232.2605525725,1.6182101364,0.74620154584,72838.055,265.3170656955,0.7807026618999999,0.9893837570599999,0.9029986498,0.763335340295,0.00504159402,0.001664954065,0.68167659055,0.9921659547899999,SIRA
28616.86,736.52793,436.2440047675,198.4919682425,1.5363697859999998,0.73930938528,131056.53499999999,506.1141162145,0.6874386847,0.9871333527799999,0.61237970628,0.718883749865,0.00626929898,0.002378138755,0.7151726548299999,0.99632769063,BOMBAY
66088.22,765.74061,341.8499767225,191.7382513765,1.2772086764,0.8289074725600001,41303.045,338.7805726335,0.69676508242,0.92937297626,0.928052007,0.889851405365,0.00573217806,0.001106809525,0.70400730007,0.99164573781,DERMASON
37984.7,1072.47375,247.4559486775,316.6820133975,1.604570078,0.79444666976,36451.505,204.09747658049997,0.62837149914,0.9871333527799999,0.88796663548,0.838561108715,0.00841778266,0.001168825585,0.62026713937,0.99788834157,SIRA
40326.66,1014.0483899999999,258.5611284475,178.2308176445,1.6727703699999998,0.73930938528,65560.745,232.66661816749996,0.8117906543,0.9871333527799999,0.86291327828,0.8795933460350001,0.0064227621,0.001292857705,0.74308604173,0.97968074727,DERMASON
30958.82,1101.68643,214.1404093675,174.85395921149998,1.740970662,0.6841721008,41303.045,269.3983716365,0.7682674649400001,0.9893837570599999,0.88796663548,0.9206255833550001,0.00772719862,0.002502170875,0.8938183309900001,0.9885244359300001,BARBUNYA
33300.78,575.8581899999999,219.6929992525,431.49520011949994,1.2226484428,0.78066234864,70412.285,302.04881916449995,0.7651586657,0.9886336223000001,0.96312670708,0.677851512545,0.00626929898,0.0017579781550000001,0.67051123579,0.99684790761,DERMASON
248761.1,955.62303,402.9284654575,198.4919682425,2.1092522388,0.80133883032,58283.435,326.53665481049995,0.7340706733,0.9886336223000001,0.86792394972,0.8966901115850001,0.00711334614,0.0018199942150000001,0.64818052627,0.99424682271,HOROZ
63746.259999999995,1028.65473,275.2188981025,228.8836941395,1.4954496108,0.7875545092,34025.735,310.2114310465,0.7962466581000001,0.9871333527799999,0.8278385782,0.818044990055,0.00588564118,0.001540921945,0.47511752749,0.99892877553,SEKER
59062.34,1014.0483899999999,330.7447969525,174.85395921149998,1.4408893772,0.7530937064000001,43728.815,273.47967757749996,0.7713762641799999,0.95787809714,0.90800932124,0.790690165175,0.00665295678,0.001726970125,0.49186555963,0.99736812459,DERMASON
66088.22,736.52793,253.0085385625,201.8688266755,1.5636499028,0.7599858669599999,67986.515,232.66661816749996,0.8180082527799999,0.9886336223000001,0.95811603564,0.650496687665,0.00588564118,0.0017579781550000001,0.5476923334299999,0.99632769063,DERMASON
28616.86,941.0166899999999,669.4527799375,181.6076760775,1.4408893772,0.5807896924,70412.285,542.8458696834999,0.73717947254,0.97888187042,0.91803066412,0.794109518285,0.0064227621,0.0015099139150000001,0.90498368575,0.99684790761,SIRA
52036.46,853.37865,497.3224935025,191.7382513765,1.7682507788,0.52565240792,41303.045,538.7645637425,0.68122108622,0.97138052282,0.91301999268,0.794109518285,0.00588564118,0.002006042395,0.8938183309900001,0.99944899251,DERMASON
28616.86,780.34695,719.4260889024999,184.9845345105,2.0683320635999998,0.72552506416,89818.445,297.96751322349996,0.8086818550599999,0.93162338054,0.7827425352399999,0.7291418091949999,0.00366042594,0.002378138755,0.64818052627,0.99320638875,HOROZ
