Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,label
0.5,13.28659028,0.7058823529411765,11.284583335,31.725,215.85616689999998,0.001,0.129,244.1905257825,0.08333333333333333,Nov,1,2,7,2,Returning_Visitor,False,True
1.5,13.28659028,0.7058823529411765,1320.296250195,52.875,215.85616689999998,0.199,0.055,1.8088187095000001,0.25,Aug,2,2,5,10,Returning_Visitor,False,False
3.5,1235.65289604,0.7058823529411765,78.992083345,52.875,1942.7055020999996,0.001,0.065,1.8088187095000001,0.08333333333333333,May,2,2,1,2,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,74.025,3669.5548372999997,0.115,0.067,5.4264561285,0.08333333333333333,Oct,2,4,7,2,Returning_Visitor,False,False
2.5,491.60384036000005,0.7058823529411765,1026.8970834850002,532.275,215.85616689999998,0.001,0.025,9.044093547500001,0.08333333333333333,Aug,1,2,4,14,Returning_Visitor,True,False
4.5,1076.21381268,0.7058823529411765,11.284583335,52.875,215.85616689999998,0.199,0.041,208.0141515925,0.25,Aug,2,2,5,10,Returning_Visitor,False,False
0.5,305.59157644000004,0.7058823529411765,11.284583335,10.575,18347.7741865,0.001,0.001,23.514643223500002,0.08333333333333333,Oct,2,5,3,2,Returning_Visitor,False,False
0.5,13.28659028,7.764705882352942,1613.695416905,10.575,8850.1028429,0.001,0.033,5.4264561285,0.08333333333333333,Aug,1,1,1,14,Returning_Visitor,False,True
0.5,13.28659028,0.7058823529411765,11.284583335,17.625,1510.9931683,0.001,0.028999999999999998,1.8088187095000001,0.08333333333333333,May,2,4,1,3,Returning_Visitor,False,False
7.5,39.85977084,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.001,0.191,12.6617309665,0.08333333333333333,June,4,1,1,3,Returning_Visitor,True,True
0.5,544.75020148,0.7058823529411765,11.284583335,10.575,647.5685007,0.199,0.027000000000000003,1.8088187095000001,0.08333333333333333,Mar,3,1,3,3,Returning_Visitor,True,False
3.5,13.28659028,0.7058823529411765,11.284583335,102.225,215.85616689999998,0.001,0.031,1.8088187095000001,0.41666666666666663,Mar,6,2,8,2,New_Visitor,False,False
4.5,13.28659028,0.7058823529411765,11.284583335,38.775,215.85616689999998,0.001,0.011,1.8088187095000001,0.5833333333333333,May,2,2,4,6,Returning_Visitor,False,True
5.5,93.00613196,4.9411764705882355,11.284583335,3.525,215.85616689999998,0.001,0.047,1.8088187095000001,0.08333333333333333,May,2,1,3,13,Returning_Visitor,False,False
0.5,39.85977084,0.7058823529411765,11.284583335,45.825,2806.1301697,0.009000000000000001,0.023,1.8088187095000001,0.5833333333333333,Feb,2,2,4,11,Returning_Visitor,False,False
3.5,66.43295140000001,0.7058823529411765,11.284583335,88.125,28277.157863899996,0.001,0.028999999999999998,1.8088187095000001,0.08333333333333333,May,2,2,6,4,Returning_Visitor,True,False
1.5,66.43295140000001,0.7058823529411765,11.284583335,130.42499999999998,215.85616689999998,0.001,0.023,1.8088187095000001,0.41666666666666663,May,1,2,1,5,Returning_Visitor,False,True
